Date,Description,Amount,Transaction Type,Category,Account Number
10/18/2018,State Farm,75,debit,Auto Insurance,95028-5949457
10/18/2018,Grocery Store,33.55,debit,Groceries,95028-6611199
10/18/2018,Hardware Store,45.24,debit,Home Improvement,95028-6611199
10/18/2018,Brunch Restaurant,8,debit,Restaurants,95028-6611199
10/22/2018,Credit Card Payment,353.83,credit,Credit Card Payment,95028-1307804
10/22/2018,Credit Card Payment,353.83,debit,Credit Card Payment,95028-5949457
10/22/2018,BP,34.66,debit,Gas & Fuel,95028-6611199
10/22/2018,Credit Card Payment,353.83,credit,Credit Card Payment,95028-1307804
10/22/2018,Credit Card Payment,353.83,debit,Credit Card Payment,95028-5949457
10/22/2018,BP,34.66,debit,Gas & Fuel,95028-6611199
10/22/2018,Credit Card Payment,353.83,credit,Credit Card Payment,95028-1307804
10/22/2018,Credit Card Payment,353.83,debit,Credit Card Payment,95028-5949457
10/22/2018,BP,34.66,debit,Gas & Fuel,95028-6611199
10/23/2018,Grocery Store,7.57,debit,Groceries,95028-6611199
10/25/2018,Internet Service Provider,74.99,debit,Internet,95028-5949457
10/25/2018,Amazon,29.98,debit,Shopping,95028-6611199
10/25/2018,Internet Service Provider,74.99,debit,Internet,95028-5949457
10/25/2018,Amazon,29.98,debit,Shopping,95028-6611199
10/26/2018,Biweekly Paycheck,2000,credit,Paycheck,95028-5949457
10/27/2018,American Tavern,25.4,debit,Restaurants,95028-1307804
10/28/2018,Brewing Company,12.71,debit,Alcohol & Bars,95028-6611199
10/28/2018,Seafood Restaurant,14.75,debit,Food & Dining,95028-6611199
10/28/2018,Grocery Store,92.49,debit,Groceries,95028-6611199
10/28/2018,Italian Restaurant,54,debit,Restaurants,95028-6611199
10/28/2018,Brewing Company,12.71,debit,Alcohol & Bars,95028-6611199
10/28/2018,Seafood Restaurant,14.75,debit,Food & Dining,95028-6611199
10/28/2018,Grocery Store,92.49,debit,Groceries,95028-6611199
10/28/2018,Italian Restaurant,54,debit,Restaurants,95028-6611199
10/28/2018,Brewing Company,12.71,debit,Alcohol & Bars,95028-6611199
10/28/2018,Seafood Restaurant,14.75,debit,Food & Dining,95028-6611199
10/28/2018,Grocery Store,92.49,debit,Groceries,95028-6611199
10/28/2018,Italian Restaurant,54,debit,Restaurants,95028-6611199
10/28/2018,Brewing Company,12.71,debit,Alcohol & Bars,95028-6611199
10/28/2018,Seafood Restaurant,14.75,debit,Food & Dining,95028-6611199
10/28/2018,Grocery Store,92.49,debit,Groceries,95028-6611199
10/28/2018,Italian Restaurant,54,debit,Restaurants,95028-6611199
10/31/2018,Grocery Store,5.64,debit,Groceries,95028-6611199
