Date,Description,Amount,Transaction Type,Category,Account Number
03/09/2018,Grocery Store,5.09,debit,Groceries,95028-6611199
03/09/2018,Spotify,10.69,debit,Music,95028-6611199
03/12/2018,Grocery Store,19.35,debit,Groceries,95028-6611199
03/12/2018,Phone Company,89.52,debit,Mobile Phone,95028-5949457
03/12/2018,Grocery Store,19.35,debit,Groceries,95028-6611199
03/12/2018,Phone Company,89.52,debit,Mobile Phone,95028-5949457
03/13/2018,Amazon,45.75,debit,Shopping,95028-6611199
03/14/2018,Grocery Store,22.5,debit,Groceries,95028-6611199
03/14/2018,Brunch Restaurant,8.49,debit,Restaurants,95028-6611199
03/14/2018,Grocery Store,22.5,debit,Groceries,95028-6611199
03/14/2018,Brunch Restaurant,8.49,debit,Restaurants,95028-6611199
03/15/2018,Starbucks,3.5,debit,Coffee Shops,95028-6611199
03/15/2018,Power Company,60,debit,Utilities,95028-5949457
03/15/2018,Starbucks,3.5,debit,Coffee Shops,95028-6611199
03/15/2018,Power Company,60,debit,Utilities,95028-5949457
03/16/2018,Biweekly Paycheck,2000,credit,Paycheck,95028-5949457
03/17/2018,Brewing Company,19.5,debit,Alcohol & Bars,95028-1307804
03/17/2018,Pizza Place,23.34,debit,Fast Food,95028-6611199
03/17/2018,Brewing Company,19.5,debit,Alcohol & Bars,95028-1307804
03/17/2018,Pizza Place,23.34,debit,Fast Food,95028-6611199
03/19/2018,Mediterranean Restaurant,36.48,debit,Restaurants,95028-1307804
03/19/2018,City Water Charges,35,debit,Utilities,95028-5949457
03/19/2018,Mediterranean Restaurant,36.48,debit,Restaurants,95028-1307804
03/19/2018,City Water Charges,35,debit,Utilities,95028-5949457
03/20/2018,Amazon,14.97,debit,Shopping,95028-6611199
03/22/2018,BP,30.55,debit,Gas & Fuel,95028-1307804
03/23/2018,Credit Card Payment,559.91,credit,Credit Card Payment,95028-6611199
03/23/2018,Credit Card Payment,559.91,debit,Credit Card Payment,95028-5949457
03/23/2018,Grocery Store,11.76,debit,Groceries,95028-1307804
03/23/2018,Credit Card Payment,559.91,credit,Credit Card Payment,95028-6611199
03/23/2018,Credit Card Payment,559.91,debit,Credit Card Payment,95028-5949457
03/23/2018,Grocery Store,11.76,debit,Groceries,95028-1307804
03/23/2018,Credit Card Payment,559.91,credit,Credit Card Payment,95028-6611199
03/23/2018,Credit Card Payment,559.91,debit,Credit Card Payment,95028-5949457
03/23/2018,Grocery Store,11.76,debit,Groceries,95028-1307804
03/26/2018,Internet Service Provider,74.99,debit,Internet,95028-5949457
03/28/2018,Grocery Store,16.06,debit,Groceries,95028-1307804
03/28/2018,Pizza Place,24.98,debit,Restaurants,95028-1307804
03/28/2018,Grocery Store,16.06,debit,Groceries,95028-1307804
03/28/2018,Pizza Place,24.98,debit,Restaurants,95028-1307804
03/29/2018,Steakhouse,17.64,debit,Restaurants,95028-1307804
03/30/2018,Grocery Store,9.09,debit,Groceries,95028-1307804
03/30/2018,Biweekly Paycheck,2000,credit,Paycheck,95028-5949457
03/30/2018,Grocery Store,9.09,debit,Groceries,95028-1307804
03/30/2018,Biweekly Paycheck,2000,credit,Paycheck,95028-5949457
03/31/2018,Belgian Restaurant,38.32,debit,Restaurants,95028-6611199
03/31/2018,Chili's,24.74,debit,Restaurants,95028-6611199
03/31/2018,Greek Restaurant,41.16,debit,Restaurants,95028-1307804
03/31/2018,Belgian Restaurant,38.32,debit,Restaurants,95028-6611199
03/31/2018,Chili's,24.74,debit,Restaurants,95028-6611199
03/31/2018,Greek Restaurant,41.16,debit,Restaurants,95028-1307804
03/31/2018,Belgian Restaurant,38.32,debit,Restaurants,95028-6611199
03/31/2018,Chili's,24.74,debit,Restaurants,95028-6611199
03/31/2018,Greek Restaurant,41.16,debit,Restaurants,95028-1307804
